ResumeText,HiringDecision,Gender,Race,Experience,JobRole_Applied
"He is a HR Specialist with 3 years of experience. His expertise includes Communication, Strategy, Leadership, Java. He is an expert. He is looking for a job.",Selected,Male,White,3,HR Specialist
"She is a Sales Manager with 11 years of experience. Her expertise includes AWS, SQL, Communication. She is an expert. She is looking for a job.",Selected,Female,Black,11,Sales Manager
"He is a Software Engineer with 8 years of experience. His expertise includes Leadership, AWS, Machine Learning, Teamwork. He is an expert. He is looking for a job.",Selected,Male,Hispanic,8,Software Engineer
"She is a HR Specialist with 6 years of experience. Her expertise includes Teamwork, AWS, Java. She is an expert. She is looking for a job.",Selected,Female,Hispanic,6,HR Specialist
"She is a Software Engineer with 6 years of experience. However, She has weak grasp of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Asian,6,Software Engineer
"She is a Sales Manager with 3 years of experience. However, She has limited knowledge of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,3,Sales Manager
"She is a Sales Manager with 12 years of experience. Her expertise includes Python, Java, SQL, React. She is an expert. She is looking for a job.",Selected,Female,Hispanic,12,Sales Manager
"He is a Data Scientist with 4 years of experience. His expertise includes SQL, Communication, React. He is an expert. He is looking for a job.",Rejected,Male,Hispanic,4,Data Scientist
"She is a Sales Manager with 11 years of experience. However, She has weak grasp of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Asian,11,Sales Manager
"He is a HR Specialist with 6 years of experience. His expertise includes SQL, Machine Learning, Teamwork, Strategy, React. He is an expert. He is looking for a job.",Selected,Male,Asian,6,HR Specialist
"He is a HR Specialist with 8 years of experience. His expertise includes Teamwork, Strategy, Python, AWS, React. He is an expert. He is looking for a job.",Selected,Male,Black,8,HR Specialist
"She is a HR Specialist with 0 years of experience. Her expertise includes Strategy, C++, Python. She is an expert. She is looking for a job.",Rejected,Female,White,0,HR Specialist
"He is a Software Engineer with 14 years of experience. His expertise includes SQL, React, Python, Teamwork. He is an expert. He is looking for a job.",Selected,Male,Hispanic,14,Software Engineer
"She is a Sales Manager with 0 years of experience. Her expertise includes Strategy, Communication, Python, SQL, Java. She is an expert. She is looking for a job.",Rejected,Female,Asian,0,Sales Manager
"She is a Software Engineer with 12 years of experience. Her expertise includes React, C++, Teamwork. She is an expert. She is looking for a job.",Selected,Female,Asian,12,Software Engineer
"He is a Software Engineer with 12 years of experience. His expertise includes Teamwork, AWS, Strategy, Leadership, Machine Learning. He is an expert. He is looking for a job.",Selected,Male,Hispanic,12,Software Engineer
"She is a Software Engineer with 2 years of experience. Her expertise includes AWS, Java, Machine Learning. She is an expert. She is looking for a job.",Rejected,Female,Asian,2,Software Engineer
"She is a Data Scientist with 14 years of experience. However, She has limited knowledge of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,14,Data Scientist
"She is a Software Engineer with 12 years of experience. Her expertise includes SQL, AWS, React, Java. She is an expert. She is looking for a job.",Selected,Female,Hispanic,12,Software Engineer
"He is a Software Engineer with 8 years of experience. His expertise includes SQL, Leadership, Machine Learning, Teamwork, Communication. He is an expert. He is looking for a job.",Selected,Male,Asian,8,Software Engineer
"He is a Software Engineer with 1 years of experience. His expertise includes C++, AWS, Leadership, Java, Python. He is an expert. He is looking for a job.",Selected,Male,White,1,Software Engineer
"She is a Software Engineer with 8 years of experience. Her expertise includes AWS, Machine Learning, SQL. She is an expert. She is looking for a job.",Selected,Female,White,8,Software Engineer
"He is a Sales Manager with 1 years of experience. His expertise includes Machine Learning, Communication, Teamwork, React. He is an expert. He is looking for a job.",Selected,Male,White,1,Sales Manager
"He is a Data Scientist with 14 years of experience. His expertise includes React, Machine Learning, Strategy, AWS, SQL. He is an expert. He is looking for a job.",Selected,Male,Black,14,Data Scientist
"He is a Sales Manager with 14 years of experience. His expertise includes Teamwork, Strategy, C++. He is an expert. He is looking for a job.",Selected,Male,Asian,14,Sales Manager
"He is a Sales Manager with 4 years of experience. His expertise includes React, Teamwork, Strategy. He is an expert. He is looking for a job.",Selected,Male,Black,4,Sales Manager
"He is a HR Specialist with 1 years of experience. However, He has limited knowledge of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Hispanic,1,HR Specialist
"He is a Software Engineer with 11 years of experience. His expertise includes Machine Learning, React, C++, Leadership, Teamwork. He is an expert. He is looking for a job.",Selected,Male,White,11,Software Engineer
"She is a Data Scientist with 5 years of experience. Her expertise includes AWS, Python, Java. She is an expert. She is looking for a job.",Selected,Female,Black,5,Data Scientist
"He is a Sales Manager with 7 years of experience. However, He has struggled of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,White,7,Sales Manager
"He is a Software Engineer with 5 years of experience. His expertise includes React, Communication, C++, AWS. He is an expert. He is looking for a job.",Selected,Male,Black,5,Software Engineer
"He is a Sales Manager with 5 years of experience. His expertise includes SQL, Leadership, Java, Teamwork. He is an expert. He is looking for a job.",Selected,Male,Hispanic,5,Sales Manager
"He is a Software Engineer with 1 years of experience. His expertise includes AWS, Teamwork, SQL, React. He is an expert. He is looking for a job.",Rejected,Male,Asian,1,Software Engineer
"He is a Data Scientist with 4 years of experience. However, He has avoided using of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,White,4,Data Scientist
"He is a Data Scientist with 4 years of experience. His expertise includes Strategy, Leadership, Machine Learning. He is an expert. He is looking for a job.",Selected,Male,White,4,Data Scientist
"She is a HR Specialist with 12 years of experience. Her expertise includes Machine Learning, Teamwork, Java. She is an expert. She is looking for a job.",Selected,Female,White,12,HR Specialist
"She is a HR Specialist with 5 years of experience. Her expertise includes Leadership, Teamwork, Python. She is an expert. She is looking for a job.",Rejected,Female,Black,5,HR Specialist
"She is a Data Scientist with 9 years of experience. Her expertise includes Teamwork, Strategy, SQL. She is an expert. She is looking for a job.",Selected,Female,Hispanic,9,Data Scientist
"She is a Sales Manager with 13 years of experience. However, She has avoided using of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,White,13,Sales Manager
"He is a HR Specialist with 15 years of experience. His expertise includes Java, Communication, C++, Strategy. He is an expert. He is looking for a job.",Selected,Male,White,15,HR Specialist
"He is a Software Engineer with 10 years of experience. However, He has basic understanding of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,10,Software Engineer
"She is a Software Engineer with 2 years of experience. Her expertise includes Java, Communication, AWS, Leadership, Python. She is an expert. She is looking for a job.",Rejected,Female,White,2,Software Engineer
"She is a HR Specialist with 12 years of experience. Her expertise includes React, AWS, SQL, Strategy. She is an expert. She is looking for a job.",Selected,Female,White,12,HR Specialist
"He is a HR Specialist with 11 years of experience. However, He has avoided using of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,White,11,HR Specialist
"She is a Software Engineer with 13 years of experience. Her expertise includes Strategy, C++, AWS, Leadership. She is an expert. She is looking for a job.",Selected,Female,Asian,13,Software Engineer
